Food_Name,Type,Overview,Irritable_Bowel_Syndrome​_Score,Irritable_Bowel_Syndrome​_Reason,Obesity_Score,Obesity_Reason,Diabetes_Score,Diabetes_Reason,GI_score,Carbohydrate_content,Hyperlipidimia_Score,Hyperlipidemia_Reason,Hypertension_Score,Hypertension_Reason,Healthy,Think_Well_Score,Think_Well_Reason,Feel_Well_Score,Feel_Well_Reason,Live_Well_Score,Live_Well_Reason,Superfood,Allergens,Dietary_Restrictions,Similar_Choices,Mealtimes,Additional_food,,
Almond  unsalted,4,Almonds are a rich source of polyphenol antioxidants that may help to lower blood cholesterol levels. These antioxidants may also have neuroprotective benefits and prevent cognitive decline.,5,Almond up to 12g is low FODMAP.,5,Almonds are high in calories  with 164 calories per 28g serving  or about 24 whole nuts. However  almonds are also high in protein and fiber  which makes them filling and hunger-reducing. Studies have shown that including a small serving of almonds is an effective way to control appetite. Additionally  there is evidence that nuts can slightly increase calorie burning (metabolic rate).,5,Being low in carbohydrates and high in healthy fats  protein  and fiber  almonds are helpful for preventing and managing diabetes. Additionally  almonds are high in magnesium  a mineral that helps with blood sugar control.,"0
Low GI","1 cup (143 g) / serv

CHO = 11.29 g = 0.75 ex",5,Almonds lower LDL cholesterol and contain antioxidants that prevent oxidation of cholesterol.,5,Sodium per serv = 0.57 mg,5,1,Almonds are a good source of omega 3 fats  magnesium  and folate  which assist with production of serotonin.,1,A clinical study found that almonds improve beneficial gut bacteria and increase butyrate production.,1,Snacking on almonds might help reduce LDL cholesterol but does not impact liver fat.,1,Nuts,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Brazil Nut
Macadamia
Pistachio
Peanut
Pecan","Breakfast
Snack",,,
Brazil Nut  unsalted,4,Full of polyunsaturated fatty acids and antioxidants  brazil nuts offer cardioprotective benefits. They are also a source of soluble fibre which improve blood glucose control.,5,Brazil nut in portion of up to 40g is low FODMAP.,4,One-ounce serving of Brazil nuts provides 187 calories  including 19g of healthy fat  4g of protein  3.3g of carbohydrate and 2.1g of fiber. When consumed in moderation  brazil nuts are filling and satiating which can reduce overall calorie consumption as it is calorie dense. Brazil nuts are also nutrient-dense and worth including in a healthy weight loss diet for that reason.,5,Healthy unsaturated fats in brazil nuts lower blood sugar levels when used to replace carbohydrates in the diet. However  too many Brazil nuts can lead to selenium toxicity  and an increased risk of diabetes  according to research.,"10
Low GI","1 cup (133 g) / serv

CHO = 8.32 g = 0.55 ex",5,Brazil nuts lower LDL (bad) cholesterol and raise levels of HDL (good) cholesterol  according to a study of obese teenagers. In the study  brazil nuts also improved blood vessel health.,5,Sodium per serv = 2.03 mg,5,1,Selenium in brazil nuts may help promote serotonin and GABA activity in the brain  according to preliminary research.,1,Brazil nuts have prebiotic properties  which means their fiber acts as a source of energy for beneficial gut bacteria  thereby promoting butyrate production.,1,Brazil nuts may improve inflammatory markers and at the same time does not alter liver and kidney function.,1,Nuts,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Almond
Macadamia
Pistachio
Peanut
Pecan","Breakfast
Snack",,,
Cashew  unsalted,4,Cashew's unsaturated fatty acids have shown to improve blood lipid profiles. They are also a source of potassium and magnesium which help to lower high blood pressure  a cardiovascular risk factor.,1,Cashew has high FODMAP.,4,Cashew nuts help keep you full longer and reduce your energy intake to lose weight. However  nuts have high caloric content so no more than a handful should be eaten as a snack or used in a meal.,1,Cashew nut has abundant proanthocyanidins which are associated with decreased risk of type 2 diabetes.,"25
Low GI","1 cup (137 g) / serv

CHO = 40.68 g = 2.7 ex",5,Cashew nuts have been found to lower LDL (bad) cholesterol levels in adults with mildy elevated cholesterol.,5,Sodium per serv = 21.92 mg,5,1,Anacardic acid naturally found in cashew might have antidepressant-like effects.,1,Butyrate-producing gut bacteria are able to ferment cashew nuts through digestion. Thus  consuming cashews increases butyrate levels by supporting healthy intestinal bacteria.,1,Studies show that consumption of nuts decreases risk for gallbladder stones.,1,Nuts,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Macadamia
Walnut
Pistachio
Almond
Pecan","Breakfast
Snack",,,
Macadamia  unsalted,4,Rich in heart-healthy monounsaturated fats  macadamia nuts reduce the risk of heart disease and stroke. Macadamia nuts are also a source of iron which is vital for red blood cell production.,5,Macadamia has low FODMAP.,4,Palmitoleic acid in macadamia nuts has been shown to help lower body weight as well as body mass index.,5,Soluble fibre helps to slow the absorption of glucose into the bloodstream.,"10
Low GI","1 cup (145 g) / serv

CHO = 6.53 g = 0.43 ex",5,Monounsaturated fats in macadamia nuts have been found to lower LDL (bad) cholesterol levels in adults with elevated cholesterol.,5,Sodium per serv = 4.35 mg,5,1,Macadamia nuts do contain some serotonin.,1,Gut bacteria have been found to utilize macadamia nuts for energy and help produce butyrate.,1,Eating macadamia nuts promotes gall bladder health and reduces risk for gall bladder stones by preventing cholesterol buildup.,1,Nuts,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Almonds
Brazil Nut
Pistachio
Peanut
Pecan","Breakfast
Snack",,,
Peanut  unsalted,4,Peanuts may improve blood lipid profiles due to its high unsaturated fat content. Peanuts are also packed with blood pressure lowering potassium and magnesium  reducing the risk of heart disease.,5,Peanut in portion of up to 28g is low FODMAP.,4,Peanuts are high in fat  with more than 50% of calories coming from fat  but also high in fiber  providing 5.5g in 1 cup  which may help make them more filling and satiating and less prone to overconsumption.,5,Replacing some carbohydrate foods with peanuts has been found to improve blood sugar control in type 2 diabetics.,"13
Low GI","1 portion (56 g) / serv

CHO = 3.09 g = 0.21 ex",5,In a clinical study  peanut consumption improved cholesterol levels in a group of men with elevated cholesterol.,5,Sodium per serv = 2.18 mg,5,1,The protein content in peanut is a source of tryptophan  which increases serotonin levels.,1,Fibre  unsaturated fats  and polyphenol antioxidants in peanuts promote healthy gut bacteria and increased production of butyrate.,1,Consumption of peanuts and other nuts are significantly associated with a lower risk of gallstone disease.,1,Nuts,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Almonds
Brazil Nut
Pistachio
Macadamia
Pecan","Breakfast

Snack",,,
Pecan  unsalted,4,Pecans offer soluble fibres which support the population of beneficial bacteria in our gut microbiome. They also contribute to good heart health with its high unsaturated fat content.,5,Pecan of up to 20g is low FODMAP.,4,Daily consumption of pecans may help increase energy metabolism and hence aid with fat and weight loss.,5,A clinical trial found that pecan consumption led to reduced insulin and glucose levels.,"10
Low GI","1 portion (110 g) / serv

CHO = 2.64 g = 0.18 ex",5,Pecan consumption led to modestly decreased LDL (bad) cholesterol and increased HDL (good) cholesterol in one study.,5,Sodium per serv = 1.62 mg,5,1,Pecans contain moderate amounts of serotonin.,1,Pecans contain a phenolic antioxidant compound called ellagic acid which supports gut bacteria  resulting in increased production of butyrate.,1,Pecan and other nuts may help support healthy bile production.,1,Nuts,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Almonds
Brazil Nut
Pistachio
Macadamia
Peanut","Breakfast
Snack",,,
Pistachio  unsalted,4,Pistachio's unsaturated fats and fibre lower blood cholesterol  reducing the risk of many heart diseases. They are also a source of quercetin  which feeds the gut bacteria and promote a diverse gut microbiome.,1,Pistachio is high FODMAP.,4,Regular consumption of pistachios was associated with weight loss and reductions of waist circumference.,5,Pistachios have a low glycemic effect  which means they don't cause dangerous blood sugar spikes. Studies show that consuming pistachios help lower post-meal and fasting blood sugar levels.,"28
Low GI","1 portion (110 g) / serv

CHO = 2.64 g = 0.18 ex",5,Pistachios significantly lower total cholesterol levels while raising HDL (good) cholesterol.,5,Sodium per serv = 6.66 mg,5,1,Pistachios contain high levels of vitamin B6  which is a necessary co-factor for serotonin production.,1,Fibre  unsaturated fatty acids  and polyphenol antioxidants in pistachios have been shown to promote the growth of beneficial bacteria  thereby increasing butyrate levels.,1,By protecting the liver and lowering cholesterol levels  pistachios help ensure that the liver is capable of producing sufficient quantities of healthy bile. One study found that pistachios were more effective than almonds at increasing levels of butyrate-producing bacteria in the gut.,1,Nuts,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Macadamia
Walnut
Cashew
Almond
Pecan","Breakfast
Snack",,,
Walnut  unsalted,4,Walnuts are packed with soluble fibre that promote better blood glucose control and a diverse gut microbiome. It's also rich in unsaturated fats which improves blood lipid profiles  reducing the risk of cardiovascular diseases.,5,Walnuts in portion of up to 20g is low FODMAP.,4,Consuming 30 grams of walnuts a day as part of a healthy diet may aid with weight loss and positive changes in food choices.,5,Walnuts have a glycemic load value of 0  which means they do not cause blood sugar spikes. Their healthy fats and antioxidant compounds may help improve blood sugar control.,"0
Low GI","1 cup (110 g) / serv

CHO = 1.52 g = 0.1 ex",5,A review of published studies concluded that walnuts significantly lower LDL (bad) cholesterol levels.,5,Sodium per serv = 1.52 mg,5,1,Walnuts are a good source of naturally occurring serotonin.,1,In a clinical trial  walnut consumption resulted in greater improvement in butyrate-producing gut bacteria populations than two other diets with varying types of fats.,1,Studies show that nut consumption reduces risk for gall bladder stones  due in part to their cholesterol-lowering affects.,1,Nuts,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Pistachio
Walnut
Cashew
Almond
Pecan","Breakfast

Snack",,,
Lotus Seed,4,Lotus seeds are a source of potassium which helps to lower blood pressure and consequently the risk of heart disease. Lotus seeds also contain resistant starch that feeds our gut bacteria  sustaining the population of beneficial gut bacteria.,3,Lotus seed is untested for FODMAP.,4,Bioactive compounds in lotus seeds inhibit the accumulation of body fat  preventing weight gain.,5,The resistant starches in lotus seeds have shown in animal studies to have an hypoglycemic effect.,"45
Low GI","1 cup (32 g) / serv

CHO = 20.54 g = 1.4 ex",5,Lotus seeds may improve blood lipid profile by inhibiting fat accumulation.,5,Sodium per serv = 1.63 mg,5,1,Alkaloid compounds in lotus seed demonstrated anti-depressant and anti-anxiety effects in laboratory animal studies.,1,Preliminary research indicates that resistant starch in lotus seed may increase butyrate production.,1,Flavonoid antioxidants in lotus seed may offer liver-protective benefits and prevent liver inflammation  according to laboratory animal studies. By supporting liver health  lotus seed helps ensure that the liver is capable of producing an adequate supply of bile.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Broad Bean
Soybean
Lima Bean
Black Bean
Sesame Seed","Lunch
Dinner",,,
Sesame Seed,4,Sesame seeds provide blood pressure lowering potassium and unsatured fats that help to lower blood cholesterol levels. As a result  sesame seeds offer cardioprotective benefits.,5,Sesame seeds up to 11g is low FODMAP.,4,Sesame seeds are implied to be beneficial for weight management.,3,Lignan sesamin exhibits blood sugar lowering effects as well as protective effects for the insulin-producing cells of the pancreas.,"<55
Low GI","1 cup (140 g) / serv

CHO = 25.2 g = 1.7 ex",5,Preliminary evidence indicates that sesame lignans lower cholesterol levels.,5,Sodium per serv = 25.2 mg,5,1,Sesamin  a lignin compound in sesame seeds may increase serotonin levels in the brain  according to a study on mice.,1,Seeds are rich in fibre which can be fermented by the gut bacteria to produce butyrate.,1,Liver-protective benefits of sesamin  a lignin antioxidant compound in sesame seeds  have been demonstrated in preliminary research. By promoting liver health  sesame seeds may help ensure that the liver is capable of producing sufficient quantities of healthy bile.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Peanut
Pecan
Macadamia
Almond
Brazil Nut","Lunch
Dinner",,,
Miso soup,4,Miso contain large quantities of soybean-specific proteins  rich in polyunsaturated fatty acids  vitamin E  and isoflavones which may reduce risk of obesity  improve glycemic control and offer cardioprotective benefits. ,5,Miso paste is Low FODMAP,5,Soybeans contain large quantities of soybean-specific proteins (glycinin and β-conglycinin)  lipids rich in polyunsaturated fatty acids  vitamin E  lecithin  saponin  and isoflavones (genistein  daidzein  daidzin  and glycitein). In particular  soybean proteins and isoflavones have been shown to reduce visceral fat accumulation in rats and mice with genetic or diet-induced obesity ,5,Miso  which are rich in soybean-specific proteins  like lecithin  isoflavones  saponin  lipids rich in polyunsaturated fatty acids  and vitamin E is a product of fermented soybeans. Isoflavones may have beneficial effects for improving glucose homeostasis and diabetes. Patients with habitual miso consumption may prevent visceral fat accumulation and improve glycemic control.,"61
Medium GI","1 bowl (102 g) / serv

CHO = 0.41 g = 0.03 ex",4,"Miso is typically low in saturated fat  which is a type of fat that can increase LDL cholesterol levels and contribute to heart disease when consumed in excess. 

Inaddition  one study have suggested that consuming soy products  including miso  may have a modest blood pressure-lowering effect  which can be beneficial for heart health.

Miso contain isoflavones. Isoflavones are plant compounds that may have potential heart-protective effects  including improving blood lipid profiles and reducing inflammation.",5,Sodium per serv = 323.03 mg,5,1,Isomalto-oligosaccharides are found in traditional foods (for example  honey  sake  miso  and soy sauce) and have been shown in animals and human beings to have a beneficial effect in promoting the growth of Bifidobacteria and Lactobacilli. ,1,Isomalto-oligosaccharides in miso have been shown in animals and human beings to have a beneficial effect in promoting the growth of Bifidobacteria and Lactobacilli. Lactobacillus strains are known for increasing SCFA producing bacteria in the gut. ,1,Miso contains saponins which plays a role in anti‐inflammatory and cardioprotective effects effects. ,1,Soy ,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Radish
Sauerkraut
Kimchi","Breakfast
Lunch
Dinner",,,
Tahini,4,Tahini offers fibre which helps to lower blood cholesterol levels and improve blood glucose control. Tahini is also packed with phosphorus which is crucial for bone building.,5,Tahini in portion of up to 30g is low FODMAP.,4,Sesame seeds are implied to be beneficial for weight management.,5,Preliminary research has shown tahini has antihyperglycemic effects.,"40
Low GI","1 tbsp (16 g) / serv

CHO = 0.16 g = 0.01 ex",5,Sesame seeds have been found to reduce oxidative stress and lower cholesterol levels.,5,Sodium per serv = 12.64 mg,5,1,Sesame seed supplements has shown to have anti-depressive effects.,1,A compound in sesame seeds called sesamin has been found to increase levels of healthy bacteria in the gut  thereby increasing butyrate production.,1,Sesamin  a compound in sesame seeds  promotes bile production.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Sesame Seed
Soybean
Black Soybean
Broad Bean
Lima Bean","Breakfast
Lunch
Dinner
Snack",,,
Brown Rice,0,Brown rice's fibre has shown to reduce risk of colorectal cancer and aid with weight loss. Brown rice also contains resistant starch that feeds the gut bacteria and supports the population of beneficial gut bacteria.,5,Brown rice is low FODMAP.,5,Replacing white rice with brown rice increases fibre intake to keep you full longer and hence might promote weight loss if eaten in moderate quantities.,1,Brown rice has a lower GI  higher nutrient and fibre content compared to white rice. Studies have shown that by replacing 20% of the white rice you eat with brown rice can help to reduce the risk of diabetes by 16%.,"66
Medium GI","1 bowl (230 g) / serv

CHO = 57.04 g = 3.8 ex

Wholegrain
Considered a Meal",5,In a clinical trial  substituting brown rice in place of white rice resulted in an average decline of 11 points in total cholesterol.,5,Sodium per serv = 6.9 mg,5,1,Preliminary studies indicate that brown rice consumption may increase serotonin levels.,1,Whole grains are rich in fibres that can be fermented by our gut bacteria to produce SCFA.,1,Wholegrains might protect the liver and help reduce cholesterol levels. It also enhances fecal bile acids secretion to promote healthy cholesterol levels.,1,Grain,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Oat
Brown Rice Noodle","Breakfast
Lunch
Dinner","Quinoa
Millet
Amaranth",,
Oat,0,Oats are rich in soluble fibre which promotes the growth of beneficial bacteria in the gut microbiome  preventing constipation and inflammation of the gut lining. Oat fibre also supports heart health by lowering blood cholesterol levels.,5,Oat is low FODMAP.,5,Oats are high in fibre which keep you full longer hence promoting weight loss.,5,Oats consumption resulted in significant improvement in fasting glucose and insulin levels in a clinical study.,"59
Medium GI","1 cup (260 g) / serv

CHO = 26.52 g = 1.8 ex

Wholegrain
Considered a Meal",5,Beta-glucan fiber in oats can significantly lower LDL cholesterol without impacting HDL levels.,5,Sodium per serv = 2.6 mg,5,1,Oats are high in tryptophan an important amino acid for serotonin production.,1,Oat soluble fiber promotes the health of beneficial gut bacteria  which leads to increased production of butyrate.,1,Soluble fibre reduces levels of TMAO  a metabolite made by our gut bacteria. Elevated levels of it has been associated with greater risks of cardiovascular diseases  type 2 diabetes  and obesity.,1,"Gluten
Grain","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Brown Rice
Wholegrain Cereal","Breakfast
Snack","Quinoa
Millet
Amaranth",,
Wheat Bran,0,Wheat bran is a great source of fibre  promoting weight loss and healthy bowel movement. Both of which reduce the risk of colorectal cancer and constipation. ,1,Wheat bran is high FODMAP.,5,Wheat bran that are high in fibre have reported to help reduce food intake and hence might promote weight loss.,5,Wheat bran slows digestion and therefore  slows absroption of glucose into the bloodstream  helping to prevent blood sugar spikes that can lead to diabetes.,"56
Medium GI","1 tbsp (5 g) / serv

CHO = 0.78 g = 0.05 ex

Wholegrain",5,Dietary fiber  such as wheat bran  prevents absorption of cholesterol.,5,Sodium per serv = 0.9 mg,5,1,By supporting the growth of beneficial gut bacteria  wheat bran may promote serotonin production in the brain via a series of reactions known as the gut-brain axis. Also  there is some evidence that benefical gut bacteria produce small amounts of serotonin and GABA.,1,Wheat bran gets fermented by our gut bacteria to produce healthful SCFA and also increases the abudnance of good gut bacteria.,1,Soluble fibre from wheat bran reduces levels of TMAO  a metabolite made by our gut bacteria. Elevated levels of it has been associated with greater risks of cardiovascular diseases  type 2 diabetes  and obesity.,1,Grain,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan",Wholegrain Cereal,"Breakfast
Snack","Spelt
Rice bran
Bulgur
Psyllium husk
Flaxseed",,
Wholegrain Cereal,0,Wholegrain cereal is full of fibre  helping to lower blood cholesterol levels and prevent constipation. The fibre also nourishes our gut bacteria and promotes a diverse gut microbiome.,1,Wholegrain cereal is high FODMAP.,5,Whole grains exhibit body fat lowering effects  curbing weight gain.,5,Consuming more than one serving of whole grains a day is associated with a lower risk of type 2 diabetes.,"55
Low GI","1 bowl rice (30 g) / serv

CHO = 19.47 g = 1.3 ex

Wholegrain
Considered a Meal for bf",5,Fibre helps to lower total and LDL cholesterol through excretion.,5,Sodium per serv = 171 mg,5,-1,Whole grain rye and wheat consumption is associated with lower levels of serotonin in mice.,1,Wholegrain was associated with increased fecal concentrations of SCFA including butyrate owing to an increase in the abundance of butyrate-producing bacteria.,1,Whole grain cereals improve liver function  which promotes healthy bile production.,1,"Gluten
Grain","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Brown Rice
Chapati
Oat","Breakfast
Snack","Bran flakes
Granola",,
Chapati  wholewheat flour,0,Chapati is packed with minerals and fibre. Fibre promotes regular bowel movements and improved insulin sensitivity. On the other hand  chapati has blood pressure lowering potassium and magnesium that reduce the risk of heart disease.,1,Chapati has high FODMAP.,5,In a study of postmenopausal women  replacing white flour with whole wheat in conjunction with a calorie-restricted diet for 12 weeks resulted in greater weight loss compared to a control group that ate refined white flour.,5,Atta mix chappti has a low GI of only 30 when compared to whole wheat flour chapati which is 45. Having Low GI food could help in the prevention and control of diabetes.,"45
Low GI","1 piece (46 g) / serv

CHO = 21.48 g = 1.4 ex

Wholemeal
Considered a Meal for bf",5,Whole wheat flour may significantly lower cholesterol  according to laboratory animal studies.,5,Sodium per serv = 119.14 mg,5,1,Complex carbohydrates are known to increase tryptophan levels  which promotes serotonin production.,1,In a clinical study  overweight volunteers who replaced white flour with whole wheat for 12 weeks showed increased levels of beneficial butyrate-producing bacteria.,1,Consumption of fibre is recommended to prevent gallstones which may impair fat digestion.,0,"Gluten
Grain","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","High Fibre Bread
Wholemeal Bread
Brown Rice
Wholegrain Cereal","Breakfast
Lunch
Dinner",Naan,,
High Fibre Bread,0,High fibre bread offers insoluble fibre which reduces the risk of colorectal cancer by promoting regular bowel movements and preventing constipation. It is also a source of iron that is crucial for the production of red blood cells.,1,High fibre bread is high FODMAP.,5,High fibre bread is high in fibre and may keep you full longer and hence promoting weight loss.,5,High fibre food help to slow digestion and hence the absorption of glucose into the bloodstream.,N/A,"1 slice (28 g) / serv

CHO = 20 g = 1.3 ex

Wholegrain",5,Fibre helps to lower total and LDL cholesterol through excretion.,5,Sodium per serv = 200 mg,5,1,GABA is a neurotransmitter that has been shown to induce feelings of calm and relaxation.,1,Eating more fibre promotes the production of butyrate  as well as the population of butyrate-producing bacteria.,1,Consumption of fibre is recommended to prevent gallstones which may impair fat digestion.,1,"Gluten
Lactose
Grain
Milk","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian","Chapati
Wholemeal Bread
Brown Rice
Wholegrain Cereal","Breakfast
Lunch
Dinner
Snack",Naan,,
Wholemeal Bread,0,Wholemeal bread raises fibre intake  preventing constipation and colorectal cancer. Wholemeal bread is also a source of iron that is important for red blood cell production.,1,Wholemeal bread has high FODMAP.,5,Wholemeal bread is higher in fibre and may keep you full longer and hence promoting weight loss.,5,Fibre slows digestion  thereby slowing the absorption of glucose into the bloodstream. High-fibre bread is better for blood sugar management compared to low-fibre bread.,"65
Medium GI","1 slice (25 g) / serv

CHO = 12 g = 0.8 ex

Wholemeal
",5,Fiber  particularly soluble fiber such as that found in oats  millet  and certain other grains lowers cholesterol levels by preventing absorption of cholesterol from food.,5,Sodium per serv = 141.75 mg,5,-1,Whole grain rye and wheat consumption is associated with lower levels of serotonin in mice.,1,Soluble fiber in high fiber bread promotes the growth and development of beneficial gut bacteria  which promotes butyrate production.,1,Fibre promotes liver health by lowering cholesterol levels and inhibiting inflammation  thereby allowing the liver to produce healthy bile.,1,"Gluten
Lactose
Grain
Milk","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian","Chapati
High Fibre Bread
Brown Rice
Wholegrain Cereal","Breakfast
Lunch
Dinner
Snack",Naan,,
Paper Thosai,0,Thosai or Dosa is a delicious fermented flat bread which contains beneficial probiotics. ,5,Paper thosai is low FODMAP.,2,Paper thosai that is cooked with excessive fat may lead to weight gain.,1,Fibre slows the absorption of sugar into the bloodstream. Additionally  fenugreek  used to flavor thosai  has blood sugar-lowering benefits.,"39.69
Low GI","1 slice (45 g) / serv

CHO = 17.64 g = 1.2 ex

Not Wholemeal
Considered a Meal for bf",4,Fiber from dhal can help lower cholesterol levels. Ghee  in laboratory experiments  has cholesterol lowering effects. White rice may contribute to elevated cholesterol levels due to its glycemic effects.,5,Sodium per serv = 264.15 mg,5,1,Lentil used to make thosai contains tryptophan  which is converted into serotonin.,1,Dhal and fenugreek contain saponin compounds. Dhal saponins have an inhibitory effect on Lactobacillus species  which don't produce butyrate but serve as a supportive role for butyrate-producing bacteria. Fenugreek saponins increase levels of Bifidobacterium and Lactobacillus species  both of which support butyrate-producing bacterial species. White rice suppresses production of short chain fatty acids (SCFA)  relatively.,1,Fibre in dhal promotes liver health  which helps ensure healthy bile production. Fenugreek has been found to inhibit formation of cholesterol gallstones  according to laboratory animal research.,0,"Legumes
Milk","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan",Egg Prata ,"Breakfast
Lunch
Dinner","Plain prata
Murtabak
You tiao
Croissants",,
Brown Rice Noodle,0,Brown rice fibre protects against colorectal cancer by promoting regular bowel movements and preventing constipation. Magnesium from brown rice is also involved in energy production.,5,Brown rice noodle is low FODMAP.,5,Brown rice consumption improved blood sugar control in non-obese volunteers with glucose intolerance in a clinical trial.,5,Fermentation of resistant starch encourages the growth of beneficial commensal bacteria while inhibiting the growth of harmful bacteria  this in turn improves blood glucose control.,"65
Medium GI","1 bowl rice (56 g) / serv

CHO = 45 g = 3 ex

Wholegrain
Considered a Meal ",5,Brown rice noodles are higher in fibre which helps to lower total and LDL cholesterol through excretion.,5,Sodium per serv = 10 mg,5,1,A laboratory experiment found that brown rice consumption increased serotonin levels in mice.,1,Brown rice may improve the numbers and diversity of the gut bacteria.,1,Brown rice protects the liver by preventing fat accumulation in the liver  thereby helping to ensure that the liver functions efficiently and can produce abundant amounts of healthy bile.,0,"Gluten
Grain","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan",Brown Rice,"Breakfast
Lunch
Dinner","
Wholemeal pasta
Wholemeal noodles
Mee kia
Mee sua",,
Cheese  reduced fat,3,Cheese is a good source of nutrients and can be enjoyed as part of a balanced diet. However  it should be consumed in moderation due to its high fat and sodium content. Instead  choose reduced-fat cheese because it provides a lower amount of saturated fat  making it a healthier option for individuals concerned about their fat intake and heart health.,5,All types of cheese are low FODMAP up to 40 grams,Y,"1 slice (20 g) per serv:

Kcal: 40.2 kcal
Total Fat: 1.86

Consider a snack",5,N/A,"0
Low GI
","1 slice (20 g) / serv

CHO = 1.16 g = 0.07 ex",5,"Reduced-fat cheese per serv (20g) contains 1.22g of saturated fat.

SFA should be limited to 10% based on guidelines = <20g of SFA based on 1800 kcal

Reduced fat cheese provides a lower amount of saturated fat  making it a healthier option for individuals concerned about their fat intake and heart health.",5,Sodium per serv = 247 mg,5,-1,"Some types of cheese  particularly aged cheeses  are known to contain higher levels of an amino acid called glutamate. Glutamate can be converted to GABA through a process called decarboxylation. Therefore  it is possible that consuming cheese could indirectly influence GABA levels in the brain. However  the exact extent of this effect and its impact on GABA-related functions and mental state are still under investigation.

However  there are no evidence regarding commercial reduced cheese and its benefits on think well area",1,Cheese is a great source of calcium  fat  and protein. It also contains high amounts of vitamins A and B12  along with zinc  phosphorus  and riboflavin.,-1,"Fermented dairy products  such as yogurt and cheese  have a positive effect on cardiovascular health. In the same study  full-fat dairy products appeared to provide greater nutrition and have anti-inflammatory properties.

However  there are no evidence regarding commercial reduced cheese and its benefits on think well area",0,"Dairy
Milk","Halal
Lacto-vegetarian
Lacto-ovo-vegetarian ",Low Fat Milk,"Breakfast
Lunch
Dinner
Snack",,,
Low fat milk,5,,1,Standard cows' milk is high FODMAP,Y,"1 cup (260 g) per serv:

Kcal: 127.4 kcal
Total Fat: 3.12g

Consider a snack",5,N/A,"31
Low GI","1 cup (260 g) / serv

CHO = 15.34 g = 1 ex",5,"Low Fat Milk per serv (260 g) contains 1.95g of saturated fat.

SFA should be limited to 10% based on guidelines = <20g of SFA based on 1800 kcal
",5,Sodium per serv = 67.6 mg,5,,,,,,,0,"Dairy
Milk","Halal
Lacto-vegetarian
Lacto-ovo-vegetarian",,"Breakfast
Snack",,,
Eggs,3,,5,Egg is Low FODMAP,Y,"1 egg (55 g) per serv:

Kcal: 73.11
Total Fat: 1.6g

Consider a snack",5,N/A,"0 
Low GI","1 whole (55 g) / serv

CHO = 0.15 g = 0.01 ex",5,"Egg per serv (55 g) contains 1.6g of saturated fat.

SFA should be limited to 10% based on guidelines = <20g of SFA based on 1800 kcal
",5,Sodium per serv = 59.53 mg,5,,High in tryptophan,,high in vitamin B,,Cardiohealth / ,0,Egg,"Halal
Ovo-vegetarian
Lacto-ovo-vegetarian",,"Breakfast
Snack",,,
